number,redshift,ra,dec,expl_epoch,detected
184,0.019031,87.477923,-29.163836,57830.539289,False
185,0.018135,355.758567,40.290040,57566.961793,False
186,0.012665,66.885859,62.211519,58050.642139,False
187,0.017179,9.720353,34.303181,58277.102580,False
188,0.020511,163.840384,49.798559,58085.867246,False
189,0.024190,38.897604,17.597965,58635.722222,False
190,0.019451,82.112519,42.130135,57433.798965,False
191,0.022247,165.105799,69.472031,58695.500644,False
192,0.023444,144.385052,57.931761,58384.423623,False
193,0.024603,182.379106,-0.824999,58636.080588,False
194,0.022909,249.743909,73.052608,58541.359830,False
195,0.021623,8.751389,69.162284,58075.302274,False
196,0.018199,322.291892,-4.177023,57430.077053,False
197,0.022739,85.147957,62.724452,58774.639115,False
198,0.021164,199.614555,-17.760314,58700.846014,False
199,0.021564,105.504295,50.960445,57736.391594,False
200,0.019292,29.448124,45.660375,57897.227931,False
201,0.011159,359.270456,16.708825,57617.144296,True
202,0.020729,139.264576,52.758329,59011.230325,False
203,0.021575,198.341738,19.135426,57714.401278,False
204,0.016495,217.595635,47.472299,57388.348346,False
205,0.024800,43.828645,24.390666,57460.203314,False
206,0.022215,203.764961,-2.203737,57871.894112,False
207,0.018752,265.360215,6.227886,58259.311087,False
208,0.023252,262.317012,-1.816971,57534.857821,False
209,0.020351,123.116193,-36.372343,58588.166229,False
210,0.019901,358.349852,-22.543362,57793.775939,False
211,0.021586,40.405480,13.065244,58697.791532,False
212,0.010863,341.063553,35.823017,58744.209210,True
213,0.021439,202.954013,39.774051,57451.744919,False
214,0.020519,253.898798,36.314054,58113.172124,False
215,0.012927,126.019742,-12.483771,58434.169048,False
216,0.019540,94.215781,43.123647,58772.655663,False
217,0.021512,157.886178,24.649452,58026.970231,False
218,0.023157,88.369300,71.469765,58432.546796,False
219,0.024263,178.829921,60.629342,57872.367824,False
220,0.021576,276.358928,50.744621,57495.215621,False
221,0.024909,325.879486,-25.951940,58756.799342,False
222,0.024987,19.237104,29.159092,58288.989232,False
223,0.023129,131.165510,-1.848058,57559.612501,False
224,0.020335,291.592734,-1.327543,58667.653845,False
225,0.022768,354.691567,26.608404,57688.081054,False
226,0.024838,245.386265,74.400089,58357.069632,False
227,0.024701,304.581464,45.751456,57858.673288,False
228,0.023461,197.887100,39.963116,58161.106672,False
229,0.022507,48.888367,79.211807,58718.737038,False
230,0.005921,173.405738,75.417508,58457.063539,False
231,0.017553,172.786611,54.403741,57792.767752,False
232,0.012277,187.676760,13.168265,57661.451072,False
233,0.021334,45.598870,-5.676469,57957.625745,False
234,0.023587,282.961405,42.745141,57997.929388,False
235,0.010517,320.952162,17.402214,58273.787259,False
236,0.024473,151.254881,1.575361,58765.617186,False
237,0.018196,164.193431,26.231088,58883.762204,False
238,0.021870,113.788066,-19.988304,58543.507213,False
239,0.022739,317.445790,65.928438,57454.830013,False
240,0.018504,130.496066,-25.651281,58530.577673,False
241,0.017541,233.741216,37.976974,57741.681906,False
242,0.017216,336.678452,79.009888,58163.527335,False
243,0.024008,312.724117,2.851649,57867.266808,False
244,0.023883,161.295962,-10.313748,57732.776275,False
245,0.019711,23.332165,52.971124,58123.481312,False
246,0.024522,346.917158,75.403393,58135.156115,False
247,0.024531,168.554670,17.063087,58788.805078,False
248,0.020294,140.554011,59.896613,58589.240803,False
249,0.021874,95.763717,30.575199,58118.406319,False
250,0.021080,328.650008,32.933982,58244.003351,False
251,0.021849,10.563697,-10.568666,58541.181298,False
252,0.018838,90.175195,19.356001,57642.576619,False
253,0.016478,250.616700,28.357635,57459.080793,False
254,0.010587,72.702708,16.434790,58908.657472,False
255,0.023562,343.191360,-36.212286,57614.496914,False
256,0.021647,349.662163,39.392834,58123.962228,False
257,0.022659,48.651292,-36.888648,57555.689811,False
258,0.023323,90.182434,-6.467379,58587.007186,False
259,0.016782,354.983637,-14.585326,58520.509551,False
260,0.014623,73.385395,-5.492251,58027.139649,True
261,0.013818,307.315545,-22.173856,57820.140669,False
262,0.020189,268.898148,17.577257,58467.860659,False
263,0.021948,303.068787,-13.346407,58557.936597,False
264,0.006616,61.917169,-12.400446,58174.675706,False
265,0.022485,239.532223,31.115407,58030.115594,False
266,0.017328,326.942941,-18.922899,58338.517473,False
267,0.022233,192.604142,2.858758,57703.454153,False
268,0.013779,324.813015,-7.654856,58333.883007,False
269,0.021721,2.178504,20.223579,58123.274476,False
270,0.017246,24.307442,19.538123,58321.077089,False
271,0.016082,152.254244,36.622015,58372.172437,False
272,0.024091,64.668006,12.268682,58805.980704,False
273,0.008533,138.106810,76.019954,58392.937463,False
274,0.012728,108.763207,-38.581629,57880.727920,False
275,0.020124,173.952285,36.155724,58898.788578,False
276,0.022112,37.539255,62.728156,57850.712073,False
277,0.018477,88.280314,36.769179,58402.694921,False
278,0.016458,205.616258,-18.599861,58283.108461,True
279,0.011517,19.329689,-11.349414,58866.773399,True
280,0.022897,171.670301,3.028487,58391.183351,False
281,0.022298,219.675415,66.525060,58743.319649,False
282,0.024781,110.907771,19.157645,58058.353623,False
283,0.013192,116.043038,-8.294799,58540.203900,True
284,0.021681,68.109038,6.558289,57983.959394,False
285,0.019224,153.146923,59.009781,58439.585309,False
286,0.016854,67.767379,-12.723321,57870.909135,False
287,0.015961,38.889932,1.643995,58820.384843,False
288,0.008862,283.278670,-1.969969,58220.975596,False
289,0.021413,23.339632,42.600511,58980.754535,False
290,0.019921,151.669526,4.916889,58202.326238,False
291,0.021461,23.876075,-12.479286,57565.161096,False
292,0.010758,131.601057,48.563444,58334.939817,False
293,0.004962,333.344250,2.045046,58686.187390,True
294,0.013416,86.419693,-5.335294,58775.851195,False
295,0.023195,38.842145,27.645919,58581.255896,False
296,0.011778,332.717739,3.918758,57408.961068,False
297,0.017310,162.176261,73.449625,58432.473479,False
298,0.018935,302.270458,-23.184549,57818.714054,False
299,0.014464,68.573876,32.844095,57672.286113,False
300,0.009166,251.051961,76.875868,57536.510976,False
301,0.023609,4.142013,32.842144,57669.592877,False
302,0.024071,105.187626,36.827466,58943.601749,False
303,0.024923,288.663631,69.476777,58268.821972,False
304,0.018993,341.664865,10.970054,58607.196340,False
305,0.023263,47.354972,42.214884,58509.877073,False
306,0.012923,338.405269,0.109555,58743.689179,True
307,0.016611,90.544172,-32.834143,58336.638294,False
308,0.018671,99.973013,54.994245,58529.979198,False
309,0.018358,51.578354,19.858164,58416.044575,False
310,0.007735,154.242406,75.416079,58608.510007,True
311,0.009163,152.594554,21.424288,58571.907392,True
312,0.018633,258.156014,5.598687,57967.372175,False
313,0.022656,2.801448,79.862872,58003.585729,False
314,0.022640,180.155727,58.019345,58056.269686,False
315,0.019521,194.198276,15.707498,58877.837336,False
316,0.019577,309.032629,47.793269,58739.542452,False
317,0.014301,238.788344,49.491103,58353.244737,False
318,0.023878,121.855381,-31.492728,58797.369956,False
319,0.022166,300.292979,69.647275,58639.565193,False
320,0.020100,275.730005,64.246745,57634.744843,False
321,0.023359,84.095232,76.732440,57410.483727,False
322,0.022922,356.133379,65.208562,58173.322541,False
323,0.015557,356.669530,-28.294070,57884.504439,False
324,0.021020,249.613443,-5.541421,58422.880257,False
325,0.023136,216.281860,46.102730,58544.076985,False
326,0.014816,144.491550,-5.067631,58304.796378,False
327,0.013385,79.989166,64.744503,58470.381324,False
328,0.019500,32.609326,-4.972002,57642.007524,False
329,0.011174,38.430859,45.124794,57591.195413,False
330,0.019661,225.434359,58.762018,58010.168991,False
331,0.015301,88.011958,68.934507,57916.186039,False
332,0.014451,43.472259,-8.040430,58898.942064,True
333,0.022125,231.960887,-19.629503,58447.439354,False
334,0.023552,92.448241,-4.035764,58133.389600,False
335,0.018016,96.804177,-36.769131,58443.253363,False
336,0.015422,37.194796,23.938934,58243.363519,False
337,0.023155,171.890901,-32.061469,58894.000950,False
338,0.024931,291.342248,21.530125,58160.583004,False
339,0.019680,118.297934,45.742471,58051.268168,False
340,0.011691,151.777976,-26.915770,57404.374956,False
341,0.020037,144.034727,33.864384,58381.771473,False
342,0.022794,159.807071,13.664683,58821.179225,False
343,0.022842,200.137181,-10.897618,58714.690901,False
344,0.023509,135.823833,71.928466,58141.574310,False
345,0.014565,119.227924,-11.121415,57569.197025,False
346,0.023745,43.084861,-23.145920,57896.631605,False
347,0.022978,110.244852,-16.432443,58217.127105,False
348,0.010126,328.458950,-39.231634,58421.887541,False
349,0.011874,156.901924,50.423684,57552.896600,False
350,0.015220,85.187489,44.090124,57864.849676,False
351,0.023865,90.299058,-9.297490,58967.969972,False
352,0.017300,106.118775,52.241649,58291.592805,False
353,0.017411,117.318976,5.778672,57455.638456,False
354,0.024343,214.426380,-13.686939,57940.121831,False
355,0.023241,70.748982,-13.874210,58292.886257,False
356,0.019607,207.278649,47.621823,57403.336139,False
357,0.011158,101.555987,73.966810,57726.484056,False
358,0.024983,90.286389,-12.644092,58526.505940,False
359,0.015148,121.325151,73.561696,58602.026282,False
360,0.018039,194.889000,-8.737537,58688.546453,False
361,0.018461,44.877023,-38.473951,58979.184957,False
362,0.015517,154.895640,41.457753,57737.028482,False
363,0.020228,133.857476,17.288480,57946.925992,False
364,0.015474,241.191774,64.814173,57930.725708,False
365,0.021540,308.749809,-31.141770,57537.892267,False
366,0.018716,299.725398,-24.148025,58439.061652,False
367,0.019926,90.435226,75.519311,57588.167246,False
368,0.020477,137.573147,18.375844,57458.670104,False
369,0.024024,287.414823,11.754271,58210.023670,False
370,0.007151,123.699691,-30.656018,58426.833392,False
371,0.023702,270.864187,-29.811883,58166.910875,False
372,0.011944,123.844767,9.865057,57576.373463,False
373,0.015372,289.274870,7.838988,58878.347166,False
374,0.021569,117.382088,-23.827094,58079.147783,False
375,0.020652,189.784553,76.022109,58867.659209,False
376,0.023103,60.288138,63.539395,58801.517218,False
377,0.024352,189.021463,61.121177,57665.430128,False
378,0.024774,55.893345,64.278683,57506.970999,False
379,0.023250,23.230684,25.580061,57799.857376,False
380,0.021796,28.151910,-12.212051,57888.327026,False
381,0.009192,229.537881,4.883384,57436.236719,False
382,0.020144,155.367631,58.058225,58558.154321,False
383,0.017176,252.059831,41.409614,58709.759734,False
384,0.019287,218.569469,12.393116,57939.495398,True
385,0.023688,314.845824,-38.871934,58833.447268,False
386,0.022202,105.653112,56.190301,58327.515289,False
387,0.014919,338.121186,-39.495859,57421.445839,False
388,0.021050,169.552536,77.047439,58510.435660,False
389,0.014804,26.773546,-26.557484,58472.147988,False
390,0.020305,176.082199,-21.705576,58213.583723,False
391,0.011131,333.130414,-14.700060,57759.206716,False
392,0.021454,27.255803,-39.810080,57443.197027,False
393,0.020893,233.219482,-21.421414,57833.336485,False
394,0.024556,175.029991,17.533247,58148.197071,False
395,0.019581,194.415529,21.478821,58230.181281,True
396,0.022440,147.768543,-4.214487,58818.261033,False
397,0.018082,189.371367,-7.165916,57433.530274,False
398,0.015425,296.842333,11.010605,58723.789324,False
399,0.020416,84.265551,43.583808,57965.678493,False
400,0.014620,244.525558,55.470718,58626.929825,False
401,0.019517,11.294295,9.642124,57822.108771,False
402,0.022540,267.365273,53.187617,58115.152541,False
403,0.018595,79.709464,37.763331,58630.904625,False
404,0.017503,258.252016,-15.368443,58042.339810,False
405,0.020493,133.156335,74.515619,57692.862973,False
406,0.014964,81.221099,59.560027,58779.298338,False
407,0.015638,61.558406,-16.489546,57753.425226,False
408,0.022692,114.287614,-2.563374,58679.494726,False
409,0.019380,239.232345,13.646830,58818.520870,False
410,0.011495,315.244819,23.047308,57538.753933,False
411,0.013240,269.786795,-9.041915,57869.880795,False
412,0.020367,142.782900,21.896733,57739.164421,False
413,0.019533,321.265406,16.321819,58758.794366,False
414,0.010114,13.964919,40.473009,58944.437118,False
415,0.019509,178.983362,29.607718,57837.168823,False
416,0.013486,84.720402,8.869952,58109.053415,False
417,0.020999,196.676617,76.090688,57487.397245,False
418,0.018824,214.317625,70.312858,58787.730719,False
419,0.013258,274.202693,-3.784241,58538.998284,False
420,0.007529,271.231737,71.546264,58310.787371,False
421,0.005178,51.623418,-6.451850,58294.818719,False
422,0.013364,182.260876,77.004041,57557.881859,False
423,0.017377,122.914484,31.043017,58498.402234,True
424,0.024998,57.829172,2.181106,58976.788413,False
425,0.020755,99.760325,-19.532152,57564.530510,False
426,0.015214,203.999353,10.906007,57633.642864,False
427,0.012520,152.488301,-17.783716,57684.245569,False
428,0.011247,220.101163,0.310276,57706.735409,False
429,0.022985,299.785130,52.996722,58938.113093,False
430,0.023337,32.133177,-28.256239,58718.531598,True
431,0.023874,50.637867,-20.964115,57888.424067,False
432,0.023201,149.265434,-15.505604,57779.308668,False
433,0.022157,151.330243,60.624243,58761.309552,False
434,0.019068,115.502883,20.232352,58169.070043,False
435,0.019301,153.919263,-14.344697,58289.104743,False
436,0.020521,32.995087,7.341177,57766.503956,False
437,0.021051,245.167487,-1.272338,58558.793540,False
438,0.021386,255.847970,-16.770183,57892.423941,False
439,0.020992,300.054188,29.083846,58300.647295,False
440,0.021423,56.458088,-13.395035,58115.522412,False
441,0.018645,135.889393,-6.428809,58101.591257,False
442,0.022504,111.309195,79.874031,58762.471417,False
443,0.018030,58.599256,58.628665,58807.914578,False
444,0.021730,1.744656,0.576433,57794.825506,False
445,0.023977,239.519909,-32.872686,58964.375741,False
446,0.016714,345.909773,30.908451,58546.132862,False
447,0.022853,218.823084,28.787236,58539.631841,False
448,0.014535,343.761585,9.258999,57865.427720,False
449,0.021103,179.463818,-8.566442,58341.620663,False
450,0.012176,226.018248,61.720236,58703.809102,False
451,0.024467,246.774427,76.024273,58237.091298,False
452,0.023733,266.161617,64.615634,57514.695583,False
453,0.023462,44.046856,12.730215,58513.402813,False
454,0.017671,204.874210,49.503163,57837.334807,False
455,0.015384,279.697653,71.937770,58677.930377,False
456,0.022581,263.942575,-7.717044,57543.273283,False
457,0.009484,83.112943,78.596112,58411.931405,False
458,0.010375,134.931048,21.863423,57494.948731,False
459,0.015943,270.280776,32.075155,58857.294269,False
460,0.018938,31.455209,65.095934,58916.151928,False
461,0.013862,175.647969,26.159991,58579.257691,False
462,0.016428,270.656493,-6.738724,57789.348154,False
463,0.024912,274.915585,64.086684,58717.512000,False
464,0.014747,185.700086,71.328201,58729.869398,False
465,0.012380,340.543494,69.896554,57542.410906,False
466,0.021356,11.326266,10.750502,59001.034770,False
467,0.012452,244.846682,66.251250,58223.491576,False
468,0.018363,196.541881,-10.643733,57417.142526,False
469,0.013330,99.133829,78.762979,58866.466679,False
470,0.016160,165.229723,62.343714,58694.137478,False
471,0.023179,81.515106,14.922794,58515.059374,False
472,0.016461,193.209326,-15.388922,58656.862980,False
473,0.021881,181.009684,29.676794,57921.118204,False
474,0.014949,183.556449,57.544272,57902.218597,False
475,0.010164,60.725338,58.248778,57926.730050,False
476,0.022609,37.796457,2.150160,58630.226854,False
477,0.018362,23.252770,60.579076,58256.305050,False
478,0.022566,264.210091,78.000524,58791.536955,False
479,0.023622,40.047700,15.472282,57840.559590,False
480,0.020373,5.861943,28.318690,58127.195801,False
481,0.017673,122.581946,28.140965,57721.065284,False
482,0.024708,194.054754,33.802395,57442.045723,False
483,0.018974,177.055145,10.047457,58930.266580,True
484,0.023020,29.294282,57.245408,57475.541546,False
485,0.020259,140.054416,63.158115,58971.519374,False
486,0.024764,156.306484,37.028786,57514.536880,False
487,0.010069,73.489879,-37.433791,58966.227172,False
488,0.014299,248.942073,-28.800135,57489.509465,False
489,0.023174,74.095198,-39.556326,57929.603930,False
490,0.022582,5.966292,12.283533,57526.097166,False
491,0.019026,186.816877,-32.602697,57548.730204,False
492,0.013099,259.824269,19.747120,58051.440194,False
493,0.007139,89.485888,7.662371,58831.616291,True
494,0.020721,57.603327,-36.011275,57469.061663,False
495,0.022950,336.377820,4.303313,58220.624269,False
496,0.024807,234.092003,6.831610,57829.832382,False
497,0.020196,344.515914,-17.491786,58386.520365,False
498,0.023127,96.252828,43.455314,58312.857028,False
499,0.024728,271.557324,-3.861039,58515.986463,False
500,0.020011,134.069528,42.678815,58685.805552,False
501,0.013106,19.415271,51.907690,58715.168307,False
502,0.022804,239.068355,0.323627,58359.137366,False
503,0.011824,147.605929,55.577863,57403.598500,False
504,0.016543,33.688684,-13.655343,58723.886580,True
505,0.021573,119.216813,59.023056,58904.112730,False
506,0.023343,19.737157,32.405058,58626.945737,False
507,0.016443,137.182593,52.734993,58512.170316,False
508,0.018780,334.643954,59.148527,57764.960476,False
509,0.023650,98.199757,-38.112284,59018.798278,False
510,0.011547,311.480574,-2.260561,58442.482113,False
511,0.020628,312.290396,42.971285,57808.872259,False
512,0.024677,63.167876,-20.963468,57382.901672,False
513,0.022480,333.572985,59.352582,58203.171476,False
514,0.012890,147.063936,19.064456,57834.946251,True
515,0.011722,42.286728,77.806649,57889.820423,False
516,0.022088,62.281861,-27.425283,57602.305393,False
517,0.017508,65.791958,-37.109040,57834.902627,False
518,0.018305,70.709077,42.091079,58564.157463,False
519,0.023161,157.657027,2.561392,57434.895744,False
520,0.009381,212.549530,-30.592543,58620.401373,False
521,0.019924,161.554205,-22.141523,57764.188443,False
522,0.018725,8.702751,69.457367,57972.199751,False
523,0.024415,84.550847,18.962576,58495.987981,False
524,0.023904,111.723043,33.103688,58538.783342,False
525,0.015886,60.653963,66.738450,58113.176454,False
526,0.011979,67.097289,-29.894994,57770.161339,True
527,0.010657,208.378985,-38.878788,57705.033595,False
528,0.005354,20.348179,-14.945732,58546.379760,False
529,0.015809,211.530482,6.260323,57636.619681,False
530,0.022446,350.673314,20.001686,58638.673963,False
531,0.013485,4.594537,-1.347721,58912.306744,False
532,0.014562,156.005755,15.963041,58353.727901,False
533,0.022104,108.486030,-25.448365,58587.223058,False
534,0.018721,241.495706,42.977864,58683.250807,True
535,0.006975,79.472993,41.672254,58117.031864,False
536,0.022747,250.827566,53.036634,58367.060332,True
537,0.015397,85.421778,78.593549,57831.217297,False
538,0.004798,107.776226,-2.361982,57724.175660,False
539,0.019325,18.414625,55.161200,58590.310452,False
540,0.017426,125.707742,19.087549,57669.224141,False
541,0.014447,75.639101,-20.525999,58387.177727,False
542,0.014951,76.668763,27.676944,58311.578120,False
543,0.014506,231.575604,27.387839,57976.008949,False
544,0.014219,261.727574,34.304853,57435.967283,False
545,0.019336,49.235844,21.894381,58224.542094,False
546,0.012399,352.881565,-0.892323,57390.386865,False
547,0.015880,330.917354,51.192140,58669.824499,False
548,0.018255,309.012938,40.358118,58356.251779,False
549,0.015089,233.983198,47.331926,57992.243063,False
550,0.024440,160.105872,-32.486950,58836.340014,False
